Session primary channel group (Default channel group),Date + hour (YYYYMMDDHH),Users,Sessions,Engaged sessions,Average engagement time per session,Engaged sessions per user,Events per session,Engagement rate,Event count
Referral,2024042019,50,55,41,51.98,0.82,6.27,0.75,345
Referral,2024042119,50,57,35,47.26,0.7,4.93,0.61,281
Referral,2024042218,50,60,39,71.33,0.78,5.53,0.65,332
Referral,2024042519,50,58,39,74.95,0.78,6.26,0.67,363
Referral,2024042522,50,59,42,60.02,0.84,5.97,0.71,352
Referral,2024042714,50,55,37,94.67,0.74,7.85,0.67,432
Referral,2024043009,50,58,35,64.88,0.7,4.52,0.6,262
Referral,2024043020,50,60,41,44.03,0.82,4.27,0.68,256
Referral,2024050315,50,57,40,111.72,0.8,5.63,0.7,321
Direct,2024040610,49,60,24,45.33,0.49,5.1,0.4,306
Direct,2024041416,49,60,22,36.62,0.45,4.1,0.37,246
Direct,2024041523,49,63,27,22.62,0.55,3.11,0.43,196
Direct,2024041811,49,64,28,87.09,0.57,3.97,0.44,254
Direct,2024043022,49,66,25,65.29,0.51,4.3,0.38,284
Direct,2024050115,49,64,21,28.81,0.43,4.03,0.33,258
Direct,2024050209,49,61,29,77.8,0.59,4.61,0.48,281
Direct,2024050322,49,59,27,67.53,0.55,4.08,0.46,241
Organic Search,2024040616,49,61,31,33.34,0.63,3.97,0.51,242
Organic Search,2024040911,49,53,38,44.47,0.78,4.26,0.72,226
Organic Search,2024040916,49,54,37,64.44,0.76,3.87,0.69,209
Organic Search,2024041115,49,57,33,31.84,0.67,3.39,0.58,193
Organic Search,2024041217,49,58,35,65.26,0.71,4.05,0.6,235
Organic Search,2024041416,49,54,38,43.46,0.78,5.07,0.7,274
Organic Search,2024041523,49,59,32,29.92,0.65,3.39,0.54,200
Organic Search,2024041700,49,60,37,56.8,0.76,4.1,0.62,246
Organic Search,2024042309,49,58,34,36.67,0.69,4.57,0.59,265
Organic Search,2024042521,49,64,31,42.69,0.63,3.55,0.48,227
Organic Search,2024042910,49,60,31,33.68,0.63,4.03,0.52,242
Organic Search,2024043022,49,59,33,57.14,0.67,4.15,0.56,245
Organic Search,2024050118,49,54,34,66.17,0.69,4.78,0.63,258
Organic Search,2024050313,49,54,30,38.98,0.61,4,0.56,216
Organic Social,2024040923,49,65,34,85.95,0.69,5.8,0.52,377
Organic Social,2024041008,49,74,33,28.03,0.67,3.93,0.45,291
Organic Social,2024041021,49,69,33,64.04,0.67,4.41,0.48,304
Organic Social,2024041601,49,74,32,43.55,0.65,4.19,0.43,310
Organic Social,2024041702,49,69,31,70.03,0.63,5.48,0.45,378
Organic Social,2024041706,49,69,28,24.52,0.57,3.88,0.41,268
Organic Social,2024041808,49,63,35,29.3,0.71,4.76,0.56,300
Organic Social,2024043008,49,56,34,36.57,0.69,5.27,0.61,295
Referral,2024040622,49,54,37,115.63,0.76,8.02,0.69,433
Referral,2024040716,49,55,40,63.89,0.82,5.07,0.73,279
Referral,2024040819,49,56,41,61.36,0.84,5.84,0.73,327
Referral,2024041111,49,58,42,144.79,0.86,6.29,0.72,365
Referral,2024041115,49,57,32,49.68,0.65,5.53,0.56,315
Referral,2024041217,49,55,39,79.71,0.8,4.98,0.71,274
Referral,2024041322,49,60,37,57.57,0.76,5.07,0.62,304
Referral,2024041612,49,59,40,104.97,0.82,5.59,0.68,330
Referral,2024041616,49,58,40,87.26,0.82,6.91,0.69,401
Referral,2024041714,49,55,38,107.35,0.78,6.27,0.69,345
Referral,2024042220,49,58,40,98.93,0.82,5.84,0.69,339
Referral,2024042417,49,57,38,136.88,0.78,6.89,0.67,393
Referral,2024042500,49,61,40,44.49,0.82,5.34,0.66,326
Referral,2024042513,49,55,39,55,0.8,5.56,0.71,306
Referral,2024042517,49,59,35,90.51,0.71,5.47,0.59,323
Referral,2024042612,49,53,39,104.17,0.8,6.13,0.74,325
Referral,2024042622,49,55,36,84.62,0.73,6.4,0.65,352
Referral,2024042917,49,58,38,53.4,0.78,4.38,0.66,254
Direct,2024040817,48,60,25,54.47,0.52,4.9,0.42,294
Direct,2024040915,48,60,31,47.48,0.65,4.18,0.52,251
Direct,2024040916,48,62,35,37.74,0.73,4.35,0.56,270
Direct,2024041217,48,61,31,37,0.65,3.89,0.51,237
Direct,2024041415,48,58,34,42.36,0.71,5.1,0.59,296
Direct,2024041510,48,63,29,33.75,0.6,3.87,0.46,244
Direct,2024042019,48,60,27,15.8,0.56,3.35,0.45,201
Direct,2024042309,48,60,29,41.7,0.6,4.23,0.48,254
Direct,2024042700,48,58,36,64.74,0.75,4.76,0.62,276
Direct,2024042911,48,59,32,41.86,0.67,3.63,0.54,214
Direct,2024042915,48,57,26,52.33,0.54,3.79,0.46,216
Organic Search,2024041312,48,59,29,37.44,0.6,4,0.49,236
Organic Search,2024041419,48,59,31,41.53,0.65,3.44,0.53,203
Organic Search,2024041422,48,60,33,20.97,0.69,3.57,0.55,214
Organic Search,2024041509,48,57,28,30.81,0.58,4.33,0.49,247
Organic Search,2024042010,48,55,33,42.2,0.69,4.2,0.6,231
Organic Search,2024042018,48,53,28,56.94,0.58,4.25,0.53,225
Organic Search,2024042722,48,57,35,34.77,0.73,4.12,0.61,235
Organic Search,2024042822,48,59,24,35.61,0.5,3.32,0.41,196
Organic Search,2024043023,48,54,30,71.54,0.63,4.78,0.56,258
Organic Social,2024040707,48,60,33,35.03,0.69,4.68,0.55,281
Organic Social,2024041018,48,75,42,139.4,0.88,5.52,0.56,414
Organic Social,2024041206,48,62,30,57.44,0.63,5.52,0.48,342
Organic Social,2024041508,48,62,33,20.76,0.69,4.35,0.53,270
Organic Social,2024042208,48,63,30,25.98,0.63,4.37,0.48,275
Organic Social,2024050102,48,65,28,21.22,0.58,3.65,0.43,237
Organic Social,2024050201,48,61,36,31.97,0.75,4.43,0.59,270
Organic Social,2024050307,48,61,34,19.25,0.71,4.62,0.56,282
Referral,2024040711,48,50,38,109.16,0.79,6.64,0.76,332
Referral,2024040911,48,63,38,53.83,0.79,4.89,0.6,308
Referral,2024041110,48,55,41,89.18,0.85,5.15,0.75,283
Referral,2024041219,48,52,41,147.94,0.85,9.9,0.79,515
Referral,2024041313,48,55,39,120.24,0.81,6.73,0.71,370
Referral,2024041614,48,58,37,82.47,0.77,5.02,0.64,291
Referral,2024041921,48,54,41,71.13,0.85,5.2,0.76,281
Referral,2024042015,48,59,35,87.76,0.73,6.12,0.59,361
Referral,2024042122,48,54,31,148.69,0.65,4.83,0.57,261
Referral,2024042216,48,53,31,100.45,0.65,5.21,0.58,276
Referral,2024042613,48,54,36,86.46,0.75,5.31,0.67,287
Referral,2024042623,48,55,35,119.65,0.73,7.09,0.64,390
Referral,2024042716,48,55,35,85.95,0.73,6.29,0.64,346
Referral,2024042817,48,54,40,142.09,0.83,5.63,0.74,304
Direct,2024040612,47,53,27,58.98,0.57,4.83,0.51,256
Direct,2024040619,47,57,24,16.51,0.51,4.25,0.42,242
Direct,2024041014,47,57,27,40.05,0.57,3.77,0.47,215
Direct,2024041409,47,57,22,22.81,0.47,3.81,0.39,217
Direct,2024042000,47,60,31,52.52,0.66,4.73,0.52,284
Direct,2024042110,47,54,33,60.83,0.7,4.83,0.61,261
Direct,2024042223,47,61,24,26.44,0.51,3.1,0.39,189
Direct,2024042513,47,56,25,54.13,0.53,3.93,0.45,220
Direct,2024042615,47,64,35,51.75,0.74,3.84,0.55,246
Direct,2024042717,47,52,22,27.04,0.47,3.81,0.42,198
Organic Search,2024040600,47,56,41,62.64,0.87,4.25,0.73,238
Organic Search,2024040721,47,59,32,43.46,0.68,4.03,0.54,238
Organic Search,2024041022,47,57,37,56.07,0.79,6.51,0.65,371
Organic Search,2024041023,47,53,33,38.38,0.7,5.25,0.62,278
Organic Search,2024041111,47,55,28,23.16,0.6,3.42,0.51,188
Organic Search,2024042022,47,55,35,75.4,0.74,4.36,0.64,240
Organic Search,2024042617,47,54,33,77.54,0.7,4.24,0.61,229
Organic Search,2024042818,47,57,37,34.91,0.79,4.09,0.65,233
Organic Search,2024042819,47,54,35,48.98,0.74,4.48,0.65,242
Organic Search,2024042917,47,55,32,34.11,0.68,3.78,0.58,208
Organic Search,2024050315,47,51,34,67.08,0.72,4.02,0.67,205
Organic Social,2024041204,47,58,26,23.66,0.55,4.05,0.45,235
Organic Social,2024042100,47,63,36,55.11,0.77,5.78,0.57,364
Organic Social,2024042609,47,58,36,48.78,0.77,5.47,0.62,317
Referral,2024040613,47,52,42,97.52,0.89,5.35,0.81,278
Referral,2024040913,47,54,41,89.81,0.87,6.78,0.76,366
Referral,2024041016,47,53,34,82.96,0.72,5.96,0.64,316
Referral,2024041017,47,56,30,106.61,0.64,5.38,0.54,301
Referral,2024041520,47,54,37,165.69,0.79,5.56,0.69,300
Referral,2024041620,47,55,36,78.02,0.77,6.65,0.65,366
Referral,2024041722,47,59,40,65,0.85,6.51,0.68,384
Referral,2024042012,47,58,38,53.88,0.81,4.67,0.66,271
Referral,2024042016,47,52,43,161.52,0.91,7.52,0.83,391
Referral,2024042120,47,55,33,85.85,0.7,5.47,0.6,301
Referral,2024042214,47,54,37,99.3,0.79,5.39,0.69,291
Referral,2024042309,47,62,38,54.02,0.81,5.15,0.61,319
Referral,2024042521,47,56,31,106.68,0.66,6.11,0.55,342
Referral,2024042713,47,52,40,87.87,0.85,6.77,0.77,352
Referral,2024050109,47,55,33,77,0.7,5.76,0.6,317
Direct,2024040713,46,56,33,77.46,0.72,4.93,0.59,276
Direct,2024041016,46,58,27,30.72,0.59,3.52,0.47,204
Direct,2024041801,46,56,33,49.63,0.72,4.89,0.59,274
Direct,2024042213,46,61,28,42.36,0.61,3.74,0.46,228
Direct,2024042423,46,52,23,57.83,0.5,4.52,0.44,235
Direct,2024042916,46,58,29,72.22,0.63,5.53,0.5,321
Direct,2024050111,46,57,23,41.04,0.5,3.79,0.4,216
Organic Search,2024040618,46,50,30,40.58,0.65,3.98,0.6,199
Organic Search,2024040620,46,54,36,55.33,0.78,4.48,0.67,242
Organic Search,2024041015,46,56,33,18.89,0.72,3.79,0.59,212
Organic Search,2024041113,46,54,31,40.54,0.67,4.15,0.57,224
Organic Search,2024041916,46,58,27,43.91,0.59,3.91,0.47,227
Organic Search,2024042118,46,55,34,38.24,0.74,3.8,0.62,209
Organic Search,2024042410,46,54,34,37.04,0.74,3.93,0.63,212
Organic Search,2024043018,46,53,30,70.3,0.65,4.28,0.57,227
Organic Search,2024050219,46,55,29,55.29,0.63,6.47,0.53,356
Organic Search,2024050223,46,51,23,40.76,0.5,3.39,0.45,173
Organic Social,2024040602,46,56,33,51.36,0.72,4.7,0.59,263
Organic Social,2024041007,46,73,24,35.71,0.52,3.36,0.33,245
Organic Social,2024041102,46,57,30,42.67,0.65,4.65,0.53,265
Organic Social,2024041207,46,58,32,29.38,0.7,4.16,0.55,241
Organic Social,2024041907,46,68,26,38.12,0.57,4.37,0.38,297
Organic Social,2024042301,46,54,32,61.76,0.7,5.7,0.59,308
Organic Social,2024042407,46,61,33,65.72,0.72,4.34,0.54,265
Organic Social,2024043007,46,60,28,22.33,0.61,4.2,0.47,252
Organic Social,2024050306,46,57,32,36.6,0.7,4.49,0.56,256
Referral,2024041022,46,55,31,59.36,0.67,5.62,0.56,309
Referral,2024041118,46,56,34,43.11,0.74,4.95,0.61,277
Referral,2024041213,46,54,37,84.13,0.8,5.89,0.69,318
Referral,2024041318,46,54,41,88.35,0.89,5.59,0.76,302
Referral,2024041413,46,57,37,91.14,0.8,5.12,0.65,292
Referral,2024041522,46,57,35,98.51,0.76,4.47,0.61,255
Referral,2024041610,46,57,27,29.67,0.59,4.07,0.47,232
Referral,2024041712,46,54,33,113.96,0.72,5.81,0.61,314
Referral,2024042121,46,53,34,49.34,0.74,5.47,0.64,290
Referral,2024042419,46,53,39,73.02,0.85,5.77,0.74,306
Referral,2024042515,46,54,35,91.94,0.76,4.76,0.65,257
Referral,2024042615,46,49,34,154,0.74,5.8,0.69,284
Referral,2024042616,46,53,40,50.96,0.87,5.25,0.75,278
Referral,2024042618,46,52,35,49.12,0.76,5.85,0.67,304
Direct,2024040814,45,55,22,41.49,0.49,4.09,0.4,225
Direct,2024040821,45,59,23,55.17,0.51,3.49,0.39,206
Direct,2024040900,45,57,28,58.67,0.62,4.19,0.49,239
Direct,2024040901,45,53,31,118.3,0.69,3.87,0.58,205
Direct,2024041019,45,59,23,21,0.51,3.22,0.39,190
Direct,2024041313,45,54,20,55.44,0.44,4.59,0.37,248
Direct,2024041500,45,66,28,27.36,0.62,3.56,0.42,235
Direct,2024041509,45,52,29,71.04,0.64,4.12,0.56,214
Direct,2024042210,45,58,32,86.47,0.71,5.74,0.55,333
Direct,2024042216,45,57,26,37.98,0.58,3.65,0.46,208
Direct,2024042500,45,57,12,29.79,0.27,3.05,0.21,174
Direct,2024042814,45,62,26,33.31,0.58,4.32,0.42,268
Direct,2024042821,45,59,26,27.66,0.58,3.83,0.44,226
Direct,2024050120,45,61,27,49,0.6,5.1,0.44,311
Organic Search,2024040713,45,53,37,35.81,0.82,3.94,0.7,209
Organic Search,2024040722,45,49,38,51.73,0.84,4.35,0.78,213
Organic Search,2024040723,45,51,29,26.78,0.64,3.78,0.57,193
Organic Search,2024041100,45,59,32,35.83,0.71,3.9,0.54,230
Organic Search,2024041123,45,59,26,28.76,0.58,3.32,0.44,196
Organic Search,2024041223,45,52,26,63.73,0.58,5.19,0.5,270
Organic Search,2024041323,45,50,32,44.6,0.71,3.76,0.64,188
Organic Search,2024042000,45,52,34,54.02,0.76,3.77,0.65,196
Organic Search,2024042013,45,55,31,34.36,0.69,3.53,0.56,194
Organic Search,2024042015,45,54,29,40,0.64,4.43,0.54,239
Organic Search,2024042019,45,54,29,30.11,0.64,4,0.54,216
Organic Search,2024042409,45,57,29,43.81,0.64,3.53,0.51,201
Organic Search,2024042616,45,54,31,46.43,0.69,4.52,0.57,244
Organic Search,2024042715,45,48,28,60.33,0.62,4.63,0.58,222
Organic Search,2024042811,45,51,33,58.39,0.73,3.55,0.65,181
Organic Search,2024042821,45,54,35,85.61,0.78,4.44,0.65,240
Organic Social,2024040702,45,61,35,52.62,0.78,5.67,0.57,346
Organic Social,2024041107,45,57,25,72.4,0.56,5.05,0.44,288
Organic Social,2024041402,45,62,29,15.82,0.64,3.27,0.47,203
Organic Social,2024042401,45,62,28,40.19,0.62,4.15,0.45,257
Referral,2024040621,45,49,34,64.98,0.76,6.22,0.69,305
Referral,2024040714,45,50,31,108.52,0.69,5.58,0.62,279
Referral,2024040717,45,53,35,58.58,0.78,4.91,0.66,260
Referral,2024040718,45,49,37,398.63,0.82,6.14,0.76,301
Referral,2024040915,45,52,33,105.21,0.73,6.33,0.63,329
Referral,2024040917,45,53,31,73.57,0.69,4.64,0.58,246
Referral,2024041521,45,52,37,119.02,0.82,5.13,0.71,267
Referral,2024041720,45,56,33,93.64,0.73,5.59,0.59,313
Referral,2024041812,45,53,36,91.08,0.8,4.94,0.68,262
Referral,2024041915,45,53,34,82.55,0.76,5.3,0.64,281
Referral,2024042213,45,57,40,54.54,0.89,5.07,0.7,289
Referral,2024042410,45,51,36,36.43,0.8,3.8,0.71,194
Referral,2024042512,45,54,34,110.07,0.76,5.04,0.63,272
Referral,2024043008,45,53,35,95.06,0.78,5.08,0.66,269
Direct,2024040620,44,50,29,48.06,0.66,3.88,0.58,194
Direct,2024041118,44,55,28,87.87,0.64,4.56,0.51,251
Direct,2024041207,44,50,26,83.2,0.59,3.82,0.52,191
Direct,2024041600,44,55,22,39.8,0.5,4.47,0.4,246
Direct,2024042009,44,52,28,42.88,0.64,4.23,0.54,220
Direct,2024042022,44,60,28,16.97,0.64,3.73,0.47,224
Direct,2024042120,44,59,20,23.19,0.45,3.69,0.34,218
Direct,2024042411,44,54,26,33.5,0.59,4.26,0.48,230
Direct,2024042418,44,58,20,71.45,0.45,4.36,0.34,253
Direct,2024042723,44,61,29,26.07,0.66,3.79,0.48,231
Direct,2024042800,44,56,24,23.79,0.55,3.27,0.43,183
Direct,2024042812,44,53,24,45.79,0.55,4.72,0.45,250
Direct,2024042813,44,53,27,75.74,0.61,5.75,0.51,305
Direct,2024042900,44,58,27,40.29,0.61,3.6,0.47,209
Organic Search,2024040612,44,51,28,44.1,0.64,4.71,0.55,240
Organic Search,2024040619,44,49,33,62.29,0.75,4.41,0.67,216
Organic Search,2024040716,44,52,35,51.98,0.8,3.98,0.67,207
Organic Search,2024041117,44,52,33,61.31,0.75,3.96,0.63,206
Organic Search,2024041200,44,49,32,91.71,0.73,5.31,0.65,260
Organic Search,2024041300,44,56,33,57.41,0.75,4.41,0.59,247
Organic Search,2024041608,44,51,21,22.51,0.48,3.51,0.41,179
Organic Search,2024041609,44,54,32,80.93,0.73,3.24,0.59,175
Organic Search,2024041702,44,49,26,32.33,0.59,3.82,0.53,187
Organic Search,2024042011,44,53,31,39.38,0.7,3.55,0.58,188
Organic Search,2024042417,44,51,26,51.37,0.59,4.73,0.51,241
Organic Search,2024042713,44,48,28,42.81,0.64,4.31,0.58,207
Organic Search,2024042816,44,53,28,50.15,0.64,4.26,0.53,226
Organic Search,2024042817,44,50,30,51.54,0.68,3.86,0.6,193
Organic Search,2024050318,44,52,32,66.69,0.73,4.44,0.62,231
Organic Social,2024040801,44,52,28,46.69,0.64,3.92,0.54,204
Organic Social,2024040808,44,52,34,56.69,0.77,5.56,0.65,289
Organic Social,2024041404,44,54,27,64.96,0.61,5.07,0.5,274
Organic Social,2024043002,44,55,28,102.55,0.64,5.09,0.51,280
Organic Social,2024050107,44,59,34,33.32,0.77,4.24,0.58,250
Organic Social,2024050206,44,52,32,77.27,0.73,5.35,0.62,278
Referral,2024040617,44,49,35,57.31,0.8,4.65,0.71,228
Referral,2024040900,44,50,36,186.08,0.82,6.42,0.72,321
Referral,2024040919,44,57,31,59.65,0.7,5.51,0.54,314
Referral,2024040923,44,49,27,97.84,0.61,6.2,0.55,304
Referral,2024041010,44,54,36,102.67,0.82,7.65,0.67,413
Referral,2024041310,44,50,36,58.28,0.82,6.76,0.72,338
Referral,2024041321,44,53,38,168,0.86,6.15,0.72,326
Referral,2024041412,44,49,39,134,0.89,6.31,0.8,309
Referral,2024041419,44,52,36,84.31,0.82,6.29,0.69,327
Referral,2024041512,44,49,36,145.24,0.82,4.9,0.73,240
Referral,2024041518,44,59,35,164.1,0.8,7.22,0.59,426
Referral,2024041613,44,53,37,93.6,0.84,5.06,0.7,268
Referral,2024041615,44,52,32,72.9,0.73,5.4,0.62,281
Referral,2024041911,44,54,39,118.85,0.89,7.57,0.72,409
Referral,2024041920,44,51,31,111.22,0.7,6.14,0.61,313
Referral,2024042310,44,58,36,98.78,0.82,5.67,0.62,329
Referral,2024042819,44,49,37,97.59,0.84,5.98,0.76,293
Referral,2024050206,44,51,36,70.73,0.82,4.53,0.71,231
Direct,2024040614,43,51,22,73.35,0.51,3.55,0.43,181
Direct,2024040712,43,56,27,32.57,0.63,4.18,0.48,234
Direct,2024041110,43,52,21,24.75,0.49,3.27,0.4,170
Direct,2024041111,43,52,27,48.38,0.63,4.77,0.52,248
Direct,2024042016,43,54,24,43,0.56,3.78,0.44,204
Direct,2024042112,43,52,22,58.37,0.51,4.38,0.42,228
Direct,2024042115,43,52,27,29.58,0.63,3.4,0.52,177
Direct,2024042217,43,54,28,34.41,0.65,4.19,0.52,226
Direct,2024042322,43,53,18,43.81,0.42,4.28,0.34,227
Direct,2024042419,43,57,25,23.14,0.58,4.53,0.44,258
Direct,2024042623,43,58,26,24.02,0.6,4.09,0.45,237
Direct,2024042711,43,57,30,49.67,0.7,3.4,0.53,194
Direct,2024042721,43,57,28,61.37,0.65,5.89,0.49,336
Direct,2024050118,43,50,23,62.58,0.53,3.98,0.46,199
Direct,2024050211,43,59,28,67.73,0.65,5,0.47,295
Direct,2024050217,43,53,25,165.34,0.58,5.02,0.47,266
Organic Search,2024040615,43,53,35,76.42,0.81,4.3,0.66,228
Organic Search,2024040711,43,46,28,39.13,0.65,3.98,0.61,183
Organic Search,2024040715,43,52,35,57.81,0.81,4.38,0.67,228
Organic Search,2024040823,43,51,25,43.24,0.58,3.65,0.49,186
Organic Search,2024041209,43,56,26,70.21,0.6,4.02,0.46,225
Organic Search,2024041600,43,53,29,72.38,0.67,4.13,0.55,219
Organic Search,2024041710,43,48,33,43.27,0.77,4.31,0.69,207
Organic Search,2024041801,43,49,33,22.08,0.77,3.82,0.67,187
Organic Search,2024041808,43,47,35,31.87,0.81,3.87,0.74,182
Organic Search,2024042622,43,49,29,52.1,0.67,4.47,0.59,219
Organic Search,2024042718,43,53,29,35.81,0.67,3.81,0.55,202
Organic Search,2024042814,43,49,32,39.55,0.74,4.41,0.65,216
Organic Search,2024050115,43,50,32,71.5,0.74,4.14,0.64,207
Organic Search,2024050308,43,50,34,59.7,0.79,5.72,0.68,286
Organic Search,2024050316,43,53,26,30.08,0.6,3.55,0.49,188
Organic Social,2024040610,43,52,27,55.46,0.63,6.25,0.52,325
Organic Social,2024040902,43,55,32,94.82,0.74,4.53,0.58,249
Organic Social,2024041301,43,71,33,37.68,0.77,4.14,0.46,294
Organic Social,2024041506,43,51,26,22.22,0.6,3.8,0.51,194
Organic Social,2024041607,43,57,30,25.05,0.7,4.19,0.53,239
Organic Social,2024042501,43,68,38,29.09,0.88,4.66,0.56,317
Organic Social,2024050305,43,55,27,25.8,0.63,4.18,0.49,230
Referral,2024040916,43,55,36,95.02,0.84,4.65,0.65,256
Referral,2024041120,43,55,31,68.11,0.72,8.15,0.56,448
Referral,2024041314,43,50,33,89.76,0.77,5.4,0.66,270
Referral,2024041420,43,47,37,111.64,0.86,5.47,0.79,257
Referral,2024041516,43,58,31,148.28,0.72,7.4,0.53,429
Referral,2024041809,43,49,34,74.29,0.79,5.02,0.69,246
Referral,2024041912,43,54,35,139.94,0.81,5.44,0.65,294
Referral,2024041919,43,51,36,103.8,0.84,6.08,0.71,310
Referral,2024041922,43,50,34,89.52,0.79,6.32,0.68,316
Referral,2024042022,43,47,33,64.15,0.77,4.43,0.7,208
Referral,2024042223,43,54,28,51.94,0.65,4.89,0.52,264
Referral,2024042717,43,48,33,67.04,0.77,6.25,0.69,300
Referral,2024042718,43,50,32,75.54,0.74,6.22,0.64,311
Referral,2024050209,43,54,29,66.56,0.67,4.72,0.54,255
Referral,2024050300,43,47,33,93.06,0.77,8.28,0.7,389
Direct,2024040613,42,56,26,51.04,0.62,4.23,0.46,237
Direct,2024040910,42,50,15,45.76,0.36,3.62,0.3,181
Direct,2024041616,42,50,24,41.9,0.57,4.3,0.48,215
Direct,2024042118,42,52,14,13.27,0.33,2.92,0.27,152
Direct,2024042400,42,56,31,118.77,0.74,4.05,0.55,227
Direct,2024042622,42,62,25,20.77,0.6,3.82,0.4,237
Direct,2024042712,42,49,27,50.18,0.64,5.39,0.55,264
Direct,2024042718,42,49,30,81.59,0.71,5.39,0.61,264
Direct,2024042720,42,57,22,59.05,0.52,4.54,0.39,259
Direct,2024050112,42,56,26,67.5,0.62,4.48,0.46,251
Direct,2024050113,42,52,20,21.1,0.48,3.21,0.38,167
Direct,2024050218,42,65,25,66.8,0.6,4.72,0.38,307
Direct,2024050301,42,59,26,104.22,0.62,4.88,0.44,288
Organic Search,2024040613,42,44,28,41.09,0.67,3.89,0.64,171
Organic Search,2024040617,42,45,29,30.02,0.69,3.76,0.64,169
Organic Search,2024041414,42,50,30,43.84,0.71,4.54,0.6,227
Organic Search,2024042123,42,53,27,35.55,0.64,3.32,0.51,176
Organic Search,2024042223,42,56,23,39.54,0.55,3.23,0.41,181
Organic Search,2024042610,42,53,28,55.09,0.67,3.85,0.53,204
Organic Search,2024042620,42,47,33,60.47,0.79,5.89,0.7,277
Organic Search,2024042721,42,48,33,35.92,0.79,3.67,0.69,176
Organic Search,2024043016,42,52,29,42.25,0.69,3.83,0.56,199
Organic Social,2024041202,42,56,22,39.89,0.52,4.48,0.39,251
Organic Social,2024041205,42,47,28,18.74,0.67,4.19,0.6,197
Organic Social,2024041308,42,55,27,57.73,0.64,3.76,0.49,207
Organic Social,2024041902,42,61,19,57.31,0.45,3.52,0.31,215
Organic Social,2024042300,42,60,34,60.72,0.81,7.22,0.57,433
Organic Social,2024042507,42,55,26,49.4,0.62,4.6,0.47,253
Organic Social,2024042601,42,54,33,211.54,0.79,5.17,0.61,279
Organic Social,2024050207,42,52,37,41.62,0.88,4.81,0.71,250
Referral,2024040615,42,45,31,90.02,0.74,5.4,0.69,243
Referral,2024040620,42,51,34,90.12,0.81,6.82,0.67,348
Referral,2024040809,42,47,35,61.17,0.83,5.26,0.74,247
Referral,2024041411,42,46,30,71.11,0.71,6.85,0.65,315
Referral,2024041418,42,47,33,108,0.79,5.62,0.7,264
Referral,2024041422,42,54,35,76.37,0.83,6.7,0.65,362
Referral,2024042018,42,47,34,70.11,0.81,5.77,0.72,271
Referral,2024042111,42,46,37,89.67,0.88,6.37,0.8,293
Referral,2024042118,42,47,33,75.96,0.79,5.11,0.7,240
Referral,2024042710,42,47,34,173.4,0.81,10.6,0.72,498
Referral,2024042715,42,49,33,64.14,0.79,5.96,0.67,292
Referral,2024042721,42,48,27,53.33,0.64,5,0.56,240
Referral,2024042909,42,50,37,50.28,0.88,5.86,0.74,293
Direct,2024040618,41,55,23,43.07,0.56,4.36,0.42,240
Direct,2024040711,41,55,25,24.29,0.61,3.18,0.45,175
Direct,2024040716,41,47,23,62.87,0.56,5.45,0.49,256
Direct,2024040913,41,53,24,51.08,0.59,3.55,0.45,188
Direct,2024041020,41,55,19,20.16,0.46,3.02,0.35,166
Direct,2024041112,41,52,27,64.06,0.66,3.9,0.52,203
Direct,2024041310,41,45,22,23.87,0.54,3.64,0.49,164
Direct,2024041414,41,58,24,34.14,0.59,4.83,0.41,280
Direct,2024041609,41,52,28,37.17,0.68,4.33,0.54,225
Direct,2024041617,41,49,19,47.86,0.46,4.82,0.39,236
Direct,2024041708,41,50,25,66.16,0.61,5.88,0.5,294
Direct,2024041908,41,50,29,39.74,0.71,4.56,0.58,228
Direct,2024042010,41,55,32,49.98,0.78,4.35,0.58,239
Direct,2024042014,41,51,26,48.31,0.63,3.86,0.51,197
Direct,2024042015,41,50,27,53.64,0.66,3.88,0.54,194
Direct,2024042021,41,54,22,46.22,0.54,4.35,0.41,235
Direct,2024042417,41,53,19,13.58,0.46,3.43,0.36,182
Direct,2024042509,41,52,28,52.48,0.68,4.13,0.54,215
Direct,2024042614,41,46,24,50.93,0.59,4.7,0.52,216
Direct,2024042811,41,48,21,27.81,0.51,3.56,0.44,171
Direct,2024042815,41,53,22,21.74,0.54,3.92,0.42,208
Direct,2024042817,41,57,24,63.58,0.59,4.49,0.42,256
Organic Search,2024041001,41,47,23,29.57,0.56,3.4,0.49,160
Organic Search,2024041409,41,47,30,73.21,0.73,5.64,0.64,265
Organic Search,2024042020,41,50,28,62.4,0.68,5.96,0.56,298
Organic Search,2024042113,41,48,29,51.21,0.71,3.94,0.6,189
Organic Search,2024042119,41,56,28,51.57,0.68,3.82,0.5,214
Organic Search,2024042317,41,49,30,72.39,0.73,4.65,0.61,228
Organic Search,2024042717,41,48,29,25.9,0.71,3.81,0.6,183
Organic Search,2024042815,41,48,24,58.31,0.59,4.38,0.5,210
Organic Search,2024050323,41,47,31,55.49,0.76,5.11,0.66,240
Organic Social,2024042807,41,54,29,31.57,0.71,4.19,0.54,226
Organic Social,2024050108,41,55,25,59.04,0.61,4.47,0.45,246
Referral,2024040700,41,47,29,107.13,0.71,5.74,0.62,270
Referral,2024041023,41,43,30,101.72,0.73,5.7,0.7,245
Referral,2024041100,41,53,33,198.43,0.8,5.96,0.62,316
Referral,2024041101,41,46,32,94.52,0.78,5.33,0.7,245
